site_catid,site_name,street_addr,city_name,zipcode,stateid,cntyid,siteid,horiz_datum,lat,long,horiz_method_code,horiz_accuracy,horiz_scale,elev_measure,elev_method_code,elev_datum,elev_accuracy,timezone,uarid,aqcrid,landuse,setting,census_tract,block,established,terminated
55-081-1002,,2500 Iband Ave.,,54656,55,81,1002,WGS84,43.9216095632626,-90.836928697425,103,3,,240,1,MEAN SEA-LEVEL,6,CENTRAL,,128,AGRICULTURAL,RURAL,950300,1036,2012-09-04,2016-09-27
55-081-1003,,11997 Cty Hwy M,,54660,55,81,1003,WGS84,44.006,-90.5689,103,0.5,,327.52,1,NAVD88,0.1,CENTRAL,,128,RESIDENTIAL,RURAL,950200,4004,2013-03-31,
55-081-1004,,20733 Flatiron Rd.,,54660,55,81,1004,WGS84,43.9929,-90.577,103,0.5,,292.8,1,NAVD88,0.1,CENTRAL,,128,RESIDENTIAL,RURAL,950200,4007,2013-03-31,
55-085-0004,HARSHAW FARM,"4398 GRACE LANE, HARSHAW",,54529,55,85,4,WGS84,45.6780524570923,-89.6323114972922,18,30.36,24000,490,,UNKNOWN,0,CENTRAL,,238,FOREST,RURAL,971000,1368,1994-06-16,
55-085-0996,RHINELANDER TOWER,"RHINELANDER WATER TOWER, 434 High St.  Behind house under water tower.",Rhinelander,54501,55,85,996,WGS84,45.64505,-89.41848,103,2,0,500,1,MEAN SEA-LEVEL,5,CENTRAL,,238,INDUSTRIAL,URBAN AND CENTER CITY,971500,2020,1981-04-13,
55-087-0009,APPLETON - AAL,"AAL, 4432 N MEADE ST",Appleton,54913,55,87,9,WGS84,44.3073799619567,-88.3951780631114,103,2,,240,1,MEAN SEA-LEVEL,6,CENTRAL,459,237,RESIDENTIAL,SUBURBAN,12500,3016,1995-04-14,
55-087-0015,Expera - Kaukauna,601 Plank Rd.,Kaukauna,54130,55,87,15,WGS84,44.2892825409709,-88.2521855010859,103,3,,676,1,MEAN SEA-LEVEL,3,CENTRAL,459,237,INDUSTRIAL,SUBURBAN,12400,2031,2017-01-01,
55-089-0008,GRAFTON,"N. Port Washington Rd., East side of HWY32 AND I43, GRAFTON",,53024,55,89,8,WGS84,43.3430000009418,-87.92,103,3,,229,1,MEAN SEA-LEVEL,3,CENTRAL,,239,AGRICULTURAL,RURAL,640200,1007,1991-06-05,
55-089-0009,HARRINGTON BEACH PARK,531 HWY D,,53004,55,89,9,WGS84,43.498100000942,-87.81,103,15,,211,,UNKNOWN,0,CENTRAL,,239,AGRICULTURAL,RURAL,610100,5001,1994-06-08,
55-101-0017,RACINE,1519 WASHINGTON AVE,Racine,53403,55,101,17,WGS84,42.713896978283,-87.7986335612854,27,0,0,197,,UNKNOWN,0,CENTRAL,6600,239,RESIDENTIAL,URBAN AND CENTER CITY,500,5014,1977-01-01,
55-101-0020,RACINE - PAYNE AND DOLAN,4227 Charles St.,Racine,53402,55,101,20,WGS84,42.778304,-87.796138,103,9,,196,1,MEAN SEA-LEVEL,1,CENTRAL,6600,239,AGRICULTURAL,SUBURBAN,1502,3013,2015-04-14,
55-105-0002,DESCRIBES THE POINT OF THE NW CORNER OF THE FIRE STATION,CENTRAL FIRE STATION 524 PLEASANT ST,Beloit,,55,105,2,WGS84,42.501126104,-89.033720809,18,30.36,24000,243,,UNKNOWN,0,CENTRAL,865,73,COMMERCIAL,URBAN AND CENTER CITY,,,1970-01-01,2001-09-30
55-105-0024,BELOIT-CUNNINGHAM,1948 MERRILL ST,Beloit,53511,55,105,24,WGS84,42.50908,-89.06281,103,2,,247,1,MEAN SEA-LEVEL,5,CENTRAL,865,73,RESIDENTIAL,URBAN AND CENTER CITY,2000,2013,1994-04-06,2013-07-12
55-105-0030,BELOIT - CONVERSE,1501 Ritsher St.,Beloit,53511,55,105,30,WGS84,42.51831,-89.06347,103,10,,243,1,MEAN SEA-LEVEL,5,CENTRAL,865,73,RESIDENTIAL,URBAN AND CENTER CITY,2100,3014,2013-07-19,
55-109-1002,SOMERSET,"HWY 64, SOMERSET TOWN HALL",,54025,55,109,1002,WGS84,45.1244373648566,-92.6626960430846,18,30.36,24000,278,,UNKNOWN,0,CENTRAL,,128,INDUSTRIAL,RURAL,120400,1095,1967-01-01,
55-111-0007,DEVILS LAKE PARK,"DEVILS LAKE STATE PARK, E12886 TOWER RD",,53913,55,111,7,WGS84,43.4351,-89.6797,103,5,,392,1,MEAN SEA-LEVEL,5,CENTRAL,,240,FOREST,RURAL,500,1002,1995-05-11,
55-117-0006,SHEBOYGAN - KOHLER ANDRAE,"KOHLER ANDRE PARK, 1520 Beach Park Rd.",,53081,55,117,6,WGS84,43.6674180009423,-87.716213,103,10,,182,1,MEAN SEA-LEVEL,0,CENTRAL,7620,237,FOREST,RURAL,10800,1035,1997-06-26,
55-117-0007,ON ROOF,"SHEBOYGAN FALLS HIGH, 220 AMHERST AVE",Sheboygan Falls,,55,117,7,WGS84,43.718328185,-87.813144401,15,30.36,0,212,,UNKNOWN,0.01,CENTRAL,7620,237,RESIDENTIAL,SUBURBAN,,,1999-05-26,2003-10-20
55-117-0008,KOHLER,"Kohler, 444 Highland Dr",Kohler,53044,55,117,8,WGS84,43.7444510009424,-87.776424,103,5,,204,1,MEAN SEA-LEVEL,6,CENTRAL,7620,237,INDUSTRIAL,SUBURBAN,1070,2070,2009-12-15,
55-117-0009,SHEBOYGAN - HAVEN,N7563 Hwy 42,,53083,55,117,9,WGS84,43.8155955,-87.7922345,103,10,,226,1,MEAN SEA-LEVEL,,CENTRAL,,237,AGRICULTURAL,RURAL,10100,1109,2014-04-02,
55-117-1004,Kohler Co,444 Highland Drive Kohler,Kohler,53044,55,117,1004,WGS84,43.7478,-87.7772,104,20,,200,14,NAVD88,5,CENTRAL,7620,237,INDUSTRIAL,SUBURBAN,1070,2062,2004-10-04,
55-119-8001,PERKINSTOWN,W10746 Cty Rd. M,,54451,55,119,8001,WGS84,45.2066,-90.5972,27,0,0,522,,UNKNOWN,0,CENTRAL,,129,AGRICULTURAL,RURAL,980200,2222,1988-01-01,
55-119-9991,Perkinstown,"W 10746 County Highway M, Medford, WI 54451",,54451,55,119,9991,WGS84,45.2066,-90.5969,103,7,,472,9,MEAN SEA-LEVEL,10,CENTRAL,,129,FOREST,RURAL,980200,2222,1988-09-17,
55-121-1001,,N33005 Helmers Rd.,,54616,55,121,1001,WGS84,44.305733,-91.246983,103,1,,264,1,MEAN SEA-LEVEL,1,CENTRAL,,128,INDUSTRIAL,RURAL,990500,1023,2013-05-16,2016-06-29
55-121-1002,Hi-Crush Whitehall,W20757 County Road Q,,54773,55,121,1002,WGS84,44.3519,-91.3607,104,5,500,262.3,1,MEAN SEA-LEVEL,5,CENTRAL,,128,INDUSTRIAL,RURAL,990400,2053,2014-10-26,
55-121-1003,Sand Products Wisconsin-USH53 Mine,Schansberg Rd.,Blair,54773,55,121,1003,WGS84,44.325977,-91.283942,103,1,,254.45,1,MEAN SEA-LEVEL,,CENTRAL,,128,INDUSTRIAL,RURAL,990400,2113,2015-08-01,
55-121-1004,Hi-Crush Blair LLC ? Monitor A,11203 S. River Road,,54616,55,121,1004,WGS84,44.298417,-91.172022,103,0.1,100,273.01,1,NAVD88,0.1,CENTRAL,,128,INDUSTRIAL,RURAL,990500,1064,2016-03-01,
55-123-0008,ON HILL NEAR PARK OFFICE AND MAINTENANCE SHOP,"WILDCAT MTN, HWY 33, ONTARIO",,54651,55,123,8,WGS84,43.70222,-90.5683,27,0,0,386,,UNKNOWN,0,CENTRAL,,128,AGRICULTURAL,RURAL,960200,1046,1989-07-03,
55-125-0001,TROUT LAKE,"TROUT LAKE NURSERY, 10810 COUNTY HWY M",,54512,55,125,1,WGS84,46.0519000009426,-89.654,103,8.8,,503,1,MEAN SEA-LEVEL,8.8,CENTRAL,,238,FOREST,RURAL,950300,1054,1973-01-01,
55-127-0005,LAKE GENEVA,2420 ELGIN CLUB RD,,53147,55,127,5,WGS84,42.5800086522047,-88.499046363536,27,0,0,268,,UNKNOWN,0,CENTRAL,,239,RESIDENTIAL,RURAL,1602,2011,1987-07-10,
55-131-0009,REPLACED SITE 55-131-0007,"SLINGER, HWY 60 & SCENIC, POLK TWNSHP",Slinger,,55,131,9,WGS84,43.327224608,-88.220372076,27,0,0,305,,UNKNOWN,0,CENTRAL,0,239,COMMERCIAL,SUBURBAN,,,1991-06-01,
55-133-0017,"WAUKESHA, CARROLL COLLEGE","CARROLL COLLEGE, 225 N. GRAND AVE.",Waukesha,,55,133,17,WGS84,43.003900925,-88.232036364,27,0,0,0,,UNKNOWN,0,CENTRAL,5080,239,COMMERCIAL,URBAN AND CENTER CITY,,,1978-01-01,
55-133-0027,WAUKESHA - CLEVELAND AVE,1310 CLEVELAND AVE,Waukesha,53186,55,133,27,WGS84,43.0200753785299,-88.2150699551098,103,3,,261,1,MEAN SEA-LEVEL,,CENTRAL,5080,239,RESIDENTIAL,URBAN AND CENTER CITY,202800,1014,1989-02-03,
55-133-0033,ASSOCIATED ERECTING,"ASSOCIATED ERECTING, 520 FREDERICK ST",Waukesha,,55,133,33,WGS84,43.006678695,-88.246203716,18,60.73,24000,255,,UNKNOWN,0,CENTRAL,0,239,INDUSTRIAL,URBAN AND CENTER CITY,,,1998-10-17,2003-01-31
55-133-0034,METAL STAND ON ROOF OF CARROLL COLLEGE BARSTOW BLDG,"CARROLL COLLEGE, 316 NORTH BARSTOW",Waukesha,,55,133,34,WGS84,43.007222,-88.229722,18,60.73,0,213,,UNKNOWN,0,CENTRAL,5080,239,RESIDENTIAL,URBAN AND CENTER CITY,,,1999-01-01,2003-01-31
55-133-0035,CENTER OF 6 X 8 PLATFORM,"EPI #1, USH 45, S 124TH ST, EP LANDFILL",Muskego,,55,133,35,WGS84,42.850016283,-88.071753576,18,151.82,24000,248,,UNKNOWN,0,CENTRAL,0,239,INDUSTRIAL,RURAL,,,1999-10-03,
55-133-0036,CENTER OF 6X8 PLATFORM,"EPI #2, UNION CHRUCH ST, EPI LANDFILL",Muskego,,55,133,36,WGS84,42.841405365,-88.078975665,18,151.82,24000,240,,UNKNOWN,0,CENTRAL,0,239,INDUSTRIAL,RURAL,,,1999-10-03,
55-133-0038,IT&E,1310 CLEVELAND AVE,Waukesha,,55,133,38,WGS84,43.020221,-88.214957,18,0.01,24000,261,8,MEAN SEA-LEVEL,3.04,CENTRAL,0,239,RESIDENTIAL,URBAN AND CENTER CITY,,,2002-11-16,
55-133-0039,MetalTek International - Wisconsin Centrifugal Division,905 EAST ST PAUL AVE,Waukesha,53188,55,133,39,WGS84,43.0187717430665,-88.2246457144049,104,10,25000,250,4,MEAN SEA-LEVEL,6,CENTRAL,5080,239,RESIDENTIAL,URBAN AND CENTER CITY,20280,2999,2004-05-03,
55-135-0004,WAUPACA TSP SITE - HWYS 22/54,E3520 HWYS 22/54 WAUPACA,Waupaca,,55,135,4,WGS84,44.35288,-89.05083,28,3,24000,255,14,UNKNOWN,30,CENTRAL,0,237,INDUSTRIAL,SUBURBAN,,,1996-01-04,
55-135-0005,WAUPACA HWY K,3475 COUNTY HWY K,Waupaca,,55,135,5,WGS84,44.36,-89.054167,18,30.36,24000,268,,UNKNOWN,0,CENTRAL,0,237,AGRICULTURAL,RURAL,,,1997-10-25,2002-02-01
55-139-0011,ON SOUTHERN PROPERTY LINE OF PVHC PROPERTY,"PVHC-OSHKOSH, 725 BUTLER ST",Oshkosh,,55,139,11,WGS84,44.075262398,-88.529834554,18,30.36,24000,235,,UNKNOWN,0.01,CENTRAL,5973,237,AGRICULTURAL,RURAL,,,1994-04-15,2003-10-20
55-139-0016,LOCATED ON ROOF OF NEENAH POLICE STATION,"NEENAH POLICE DEPT, 2111 MARATHON AVE",Neenah,,55,139,16,WGS84,44.165556,-88.472778,18,30.36,24000,230,,UNKNOWN,0,CENTRAL,0,237,INDUSTRIAL,SUBURBAN,,,2000-04-06,2001-05-20
55-141-0016,WIS RAPIDS TOXICS SITE,"WITTER FIELD, 611 CHESTNUT ST",Wisconsin Rapids,,55,141,16,WGS84,44.382465143,-89.819291427,18,30.36,24000,314,,UNKNOWN,0,CENTRAL,0,238,RESIDENTIAL,URBAN AND CENTER CITY,,,1997-07-01,2003-03-25
55-141-0017,PORT EDWARDS,"PORT EDWARDS, END OF VIXEN CT",,,55,141,17,WGS84,44.359444,-89.861944,18,30.36,24000,298,,UNKNOWN,0,CENTRAL,0,238,RESIDENTIAL,SUBURBAN,,,2000-08-28,2001-10-31
55-141-0018,LOCATED ON ROOF OF GROVE ELEM SCHOOL,"GROVE ELEMENTARY SCHOOL, 471 GROVE AVE",Wisconsin Rapids,,55,141,18,WGS84,44.368298254,-89.822346535,18,151.82,24000,312,,UNKNOWN,0,CENTRAL,0,238,RESIDENTIAL,SUBURBAN,,,2001-08-31,2003-10-15
55-141-0019,,"WI RAPIDS PULP MILL, 4TH AND HIGHWAY 34",Wisconsin Rapids,,55,141,19,WGS84,44.404803792,-89.822830504,18,1,25000,308.5,7,MEAN SEA-LEVEL,1,CENTRAL,,238,INDUSTRIAL,SUBURBAN,,,2003-09-01,2004-09-30
55-141-0024,ERCO Worldwide East Parking Lot,101 Highway 73 South,,54469,55,141,24,WGS84,44.338770000943,-89.885,103,3,,295,14,NAVD88,10,CENTRAL,,238,INDUSTRIAL,RURAL,1170,2043,2008-11-11,
